Now starting Left hand comparisons:
074_5.bmp <-> 074_6.bmp similarity score:0.12009512485136742
074_5.bmp <-> 074_3.bmp similarity score:0.187871581450654
074_5.bmp <-> 074_2.bmp similarity score:0.23781212841854935
074_5.bmp <-> 074_1.bmp similarity score:0.2901307966706302
074_4.bmp <-> 074_6.bmp similarity score:0.27586206896551724
074_4.bmp <-> 074_3.bmp similarity score:0.5315101070154578
074_4.bmp <-> 074_2.bmp similarity score:0.4661117717003567
074_4.bmp <-> 074_1.bmp similarity score:0.3376932223543401
074_6.bmp <-> 074_3.bmp similarity score:0.3258026159334126
074_6.bmp <-> 074_2.bmp similarity score:0.23543400713436385
074_6.bmp <-> 074_1.bmp similarity score:0.19500594530321047
074_3.bmp <-> 074_2.bmp similarity score:0.35434007134363854
074_3.bmp <-> 074_1.bmp similarity score:0.27824019024970276
074_2.bmp <-> 074_1.bmp similarity score:0.40784780023781214
150_1.bmp <-> 150_2.bmp similarity score:0.15101070154577884
150_1.bmp <-> 150_3.bmp similarity score:0.14625445897740785
150_1.bmp <-> 150_6.bmp similarity score:0.08085612366230678
150_1.bmp <-> 150_4.bmp similarity score:0.11058263971462545
150_1.bmp <-> 150_5.bmp similarity score:0.22235434007134364
150_2.bmp <-> 150_3.bmp similarity score:0.09274673008323424
150_2.bmp <-> 150_6.bmp similarity score:0.05826397146254459
150_2.bmp <-> 150_4.bmp similarity score:0.08204518430439953
150_2.bmp <-> 150_5.bmp similarity score:0.16409036860879905
150_3.bmp <-> 150_6.bmp similarity score:0.08561236623067776
150_3.bmp <-> 150_4.bmp similarity score:0.20451843043995244
150_3.bmp <-> 150_5.bmp similarity score:0.19143876337693222
150_6.bmp <-> 150_4.bmp similarity score:0.10225921521997622
150_6.bmp <-> 150_5.bmp similarity score:0.07609988109393578
150_4.bmp <-> 150_5.bmp similarity score:0.18311533888228299
052_6.bmp <-> 052_5.bmp similarity score:0.3091557669441142
052_6.bmp <-> 052_4.bmp similarity score:0.27110582639714625
052_6.bmp <-> 052_1.bmp similarity score:0.10107015457788347
052_6.bmp <-> 052_3.bmp similarity score:0.262782401902497
052_6.bmp <-> 052_2.bmp similarity score:0.13555291319857313
052_5.bmp <-> 052_4.bmp similarity score:0.23781212841854935
052_5.bmp <-> 052_1.bmp similarity score:0.09155766944114149
052_5.bmp <-> 052_3.bmp similarity score:0.2984542211652794
052_5.bmp <-> 052_2.bmp similarity score:0.19500594530321047
052_4.bmp <-> 052_1.bmp similarity score:0.16765755053507728
052_4.bmp <-> 052_3.bmp similarity score:0.2473246135552913
052_4.bmp <-> 052_2.bmp similarity score:0.2699167657550535
052_1.bmp <-> 052_3.bmp similarity score:0.09512485136741974
052_1.bmp <-> 052_2.bmp similarity score:0.20451843043995244
052_3.bmp <-> 052_2.bmp similarity score:0.15933412604042807
176_2.bmp <-> 176_3.bmp similarity score:0.26872770511296074
176_2.bmp <-> 176_1.bmp similarity score:0.22711058263971462
176_2.bmp <-> 176_4.bmp similarity score:0.2520808561236623
176_2.bmp <-> 176_5.bmp similarity score:0.1605231866825208
176_3.bmp <-> 176_1.bmp similarity score:0.25921521997621877
176_3.bmp <-> 176_4.bmp similarity score:0.44351961950059454
176_3.bmp <-> 176_5.bmp similarity score:0.3329369797859691
176_1.bmp <-> 176_4.bmp similarity score:0.21759809750297265
176_1.bmp <-> 176_5.bmp similarity score:0.1807372175980975
176_4.bmp <-> 176_5.bmp similarity score:0.3507728894173603
017_6.bmp <-> 017_5.bmp similarity score:0.1902497027348395
017_6.bmp <-> 017_4.bmp similarity score:0.24494649227110582
017_6.bmp <-> 017_1.bmp similarity score:0.25921521997621877
017_6.bmp <-> 017_3.bmp similarity score:0.19738406658739596
017_6.bmp <-> 017_2.bmp similarity score:0.1961950059453032
017_5.bmp <-> 017_4.bmp similarity score:0.28894173602853745
017_5.bmp <-> 017_1.bmp similarity score:0.18192627824019025
017_5.bmp <-> 017_3.bmp similarity score:0.27586206896551724
017_5.bmp <-> 017_2.bmp similarity score:0.24494649227110582
017_4.bmp <-> 017_1.bmp similarity score:0.23067776456599287
017_4.bmp <-> 017_3.bmp similarity score:0.2568370986920333
017_4.bmp <-> 017_2.bmp similarity score:0.31272294887039237
017_1.bmp <-> 017_3.bmp similarity score:0.2294887039239001
017_1.bmp <-> 017_2.bmp similarity score:0.16646848989298454
017_3.bmp <-> 017_2.bmp similarity score:0.21046373365041618
133_2.bmp <-> 133_3.bmp similarity score:0.16171224732461356
133_2.bmp <-> 133_1.bmp similarity score:0.3055885850178359
133_2.bmp <-> 133_4.bmp similarity score:0.06064209274673008
133_2.bmp <-> 133_5.bmp similarity score:0.16765755053507728
133_2.bmp <-> 133_6.bmp similarity score:0.054696789536266346
133_3.bmp <-> 133_1.bmp similarity score:0.19262782401902498
133_3.bmp <-> 133_4.bmp similarity score:0.052318668252080855
133_3.bmp <-> 133_5.bmp similarity score:0.18192627824019025
133_3.bmp <-> 133_6.bmp similarity score:0.08323424494649227
133_1.bmp <-> 133_4.bmp similarity score:0.054696789536266346
133_1.bmp <-> 133_5.bmp similarity score:0.1902497027348395
133_1.bmp <-> 133_6.bmp similarity score:0.059453032104637336
133_4.bmp <-> 133_5.bmp similarity score:0.0558858501783591
133_4.bmp <-> 133_6.bmp similarity score:0.20927467300832342
133_5.bmp <-> 133_6.bmp similarity score:0.07728894173602854
216_3.bmp <-> 216_2.bmp similarity score:0.09631391200951249
216_3.bmp <-> 216_1.bmp similarity score:0.08085612366230678
216_3.bmp <-> 216_5.bmp similarity score:0.14625445897740785
216_3.bmp <-> 216_4.bmp similarity score:0.1426872770511296
216_3.bmp <-> 216_6.bmp similarity score:0.12604042806183116
216_2.bmp <-> 216_1.bmp similarity score:0.15338882282996433
216_2.bmp <-> 216_5.bmp similarity score:0.31866825208085614
216_2.bmp <-> 216_4.bmp similarity score:0.1938168846611177
216_2.bmp <-> 216_6.bmp similarity score:0.3103448275862069
216_1.bmp <-> 216_5.bmp similarity score:0.12009512485136742
216_1.bmp <-> 216_4.bmp similarity score:0.093935790725327
216_1.bmp <-> 216_6.bmp similarity score:0.12604042806183116
216_5.bmp <-> 216_4.bmp similarity score:0.272294887039239
216_5.bmp <-> 216_6.bmp similarity score:0.535077288941736
216_4.bmp <-> 216_6.bmp similarity score:0.28894173602853745
008_1.bmp <-> 008_2.bmp similarity score:0.09750297265160524
008_1.bmp <-> 008_3.bmp similarity score:0.10344827586206896
008_1.bmp <-> 008_7.bmp similarity score:0.0713436385255648
008_1.bmp <-> 008_6.bmp similarity score:0.08799048751486326
008_1.bmp <-> 008_4.bmp similarity score:0.09512485136741974
008_1.bmp <-> 008_5.bmp similarity score:0.06183115338882283
008_2.bmp <-> 008_3.bmp similarity score:0.5552913198573127
008_2.bmp <-> 008_7.bmp similarity score:0.06658739595719382
008_2.bmp <-> 008_6.bmp similarity score:0.09512485136741974
008_2.bmp <-> 008_4.bmp similarity score:0.11533888228299644
008_2.bmp <-> 008_5.bmp similarity score:0.059453032104637336
008_3.bmp <-> 008_7.bmp similarity score:0.07847800237812129
008_3.bmp <-> 008_6.bmp similarity score:0.09750297265160524
008_3.bmp <-> 008_4.bmp similarity score:0.10344827586206896
008_3.bmp <-> 008_5.bmp similarity score:0.06777645659928656
008_7.bmp <-> 008_6.bmp similarity score:0.16409036860879905
008_7.bmp <-> 008_4.bmp similarity score:0.06658739595719382
008_7.bmp <-> 008_5.bmp similarity score:0.06183115338882283
008_6.bmp <-> 008_4.bmp similarity score:0.05826397146254459
008_6.bmp <-> 008_5.bmp similarity score:0.06420927467300833
008_4.bmp <-> 008_5.bmp similarity score:0.06183115338882283
169_5.bmp <-> 169_4.bmp similarity score:0.23305588585017836
169_5.bmp <-> 169_3.bmp similarity score:0.2259215219976219
169_5.bmp <-> 169_2.bmp similarity score:0.11533888228299644
169_5.bmp <-> 169_1.bmp similarity score:0.08323424494649227
169_4.bmp <-> 169_3.bmp similarity score:0.24256837098692033
169_4.bmp <-> 169_2.bmp similarity score:0.11058263971462545
169_4.bmp <-> 169_1.bmp similarity score:0.06777645659928656
169_3.bmp <-> 169_2.bmp similarity score:0.11414982164090369
169_3.bmp <-> 169_1.bmp similarity score:0.06896551724137931
169_2.bmp <-> 169_1.bmp similarity score:0.14387633769322236
152_3.bmp <-> 152_2.bmp similarity score:0.07609988109393578
152_3.bmp <-> 152_1.bmp similarity score:0.09155766944114149
152_3.bmp <-> 152_5.bmp similarity score:0.089179548156956
152_3.bmp <-> 152_4.bmp similarity score:0.11058263971462545
152_2.bmp <-> 152_1.bmp similarity score:0.37812128418549346
152_2.bmp <-> 152_5.bmp similarity score:0.17479191438763378
152_2.bmp <-> 152_4.bmp similarity score:0.06896551724137931
152_1.bmp <-> 152_5.bmp similarity score:0.17479191438763378
152_1.bmp <-> 152_4.bmp similarity score:0.059453032104637336
152_5.bmp <-> 152_4.bmp similarity score:0.0535077288941736
117_3.bmp <-> 117_2.bmp similarity score:0.2413793103448276
117_3.bmp <-> 117_1.bmp similarity score:0.21759809750297265
117_3.bmp <-> 117_5.bmp similarity score:0.21759809750297265
117_3.bmp <-> 117_4.bmp similarity score:0.15101070154577884
117_2.bmp <-> 117_1.bmp similarity score:0.36741973840665876
117_2.bmp <-> 117_5.bmp similarity score:0.22235434007134364
117_2.bmp <-> 117_4.bmp similarity score:0.178359096313912
117_1.bmp <-> 117_5.bmp similarity score:0.20095124851367419
117_1.bmp <-> 117_4.bmp similarity score:0.2235434007134364
117_5.bmp <-> 117_4.bmp similarity score:0.1759809750297265
015_4.bmp <-> 015_5.bmp similarity score:0.16646848989298454
015_4.bmp <-> 015_6.bmp similarity score:0.13436385255648037
015_4.bmp <-> 015_2.bmp similarity score:0.16765755053507728
015_4.bmp <-> 015_3.bmp similarity score:0.09274673008323424
015_4.bmp <-> 015_1.bmp similarity score:0.14744351961950058
015_5.bmp <-> 015_6.bmp similarity score:0.26397146254458975
015_5.bmp <-> 015_2.bmp similarity score:0.35434007134363854
015_5.bmp <-> 015_3.bmp similarity score:0.13079667063020214
015_5.bmp <-> 015_1.bmp similarity score:0.3032104637336504
015_6.bmp <-> 015_2.bmp similarity score:0.2615933412604043
015_6.bmp <-> 015_3.bmp similarity score:0.12960760998810938
015_6.bmp <-> 015_1.bmp similarity score:0.23067776456599287
015_2.bmp <-> 015_3.bmp similarity score:0.12009512485136742
015_2.bmp <-> 015_1.bmp similarity score:0.29488703923900117
015_3.bmp <-> 015_1.bmp similarity score:0.1426872770511296
050_4.bmp <-> 050_5.bmp similarity score:0.20689655172413793
050_4.bmp <-> 050_6.bmp similarity score:0.14982164090368608
050_4.bmp <-> 050_2.bmp similarity score:0.33174791914387636
050_4.bmp <-> 050_3.bmp similarity score:0.2390011890606421
050_4.bmp <-> 050_1.bmp similarity score:0.2473246135552913
050_5.bmp <-> 050_6.bmp similarity score:0.3745541022592152
050_5.bmp <-> 050_2.bmp similarity score:0.22711058263971462
050_5.bmp <-> 050_3.bmp similarity score:0.3745541022592152
050_5.bmp <-> 050_1.bmp similarity score:0.20332936979785968
050_6.bmp <-> 050_2.bmp similarity score:0.1938168846611177
050_6.bmp <-> 050_3.bmp similarity score:0.3091557669441142
050_6.bmp <-> 050_1.bmp similarity score:0.2080856123662307
050_2.bmp <-> 050_3.bmp similarity score:0.2794292508917955
050_2.bmp <-> 050_1.bmp similarity score:0.31153388822829964
050_3.bmp <-> 050_1.bmp similarity score:0.3162901307966706
194_5.bmp <-> 194_4.bmp similarity score:0.5208085612366231
194_5.bmp <-> 194_6.bmp similarity score:0.4839476813317479
194_5.bmp <-> 194_3.bmp similarity score:0.3091557669441142
194_5.bmp <-> 194_2.bmp similarity score:0.07609988109393578
194_5.bmp <-> 194_1.bmp similarity score:0.11890606420927467
194_4.bmp <-> 194_6.bmp similarity score:0.5101070154577884
194_4.bmp <-> 194_3.bmp similarity score:0.2556480380499406
194_4.bmp <-> 194_2.bmp similarity score:0.09036860879904875
194_4.bmp <-> 194_1.bmp similarity score:0.1070154577883472
194_6.bmp <-> 194_3.bmp similarity score:0.3460166468489893
194_6.bmp <-> 194_2.bmp similarity score:0.1367419738406659
194_6.bmp <-> 194_1.bmp similarity score:0.1450653983353151
194_3.bmp <-> 194_2.bmp similarity score:0.15933412604042807
194_3.bmp <-> 194_1.bmp similarity score:0.19976218787158145
194_2.bmp <-> 194_1.bmp similarity score:0.3912009512485137
096_2.bmp <-> 096_3.bmp similarity score:0.2318668252080856
096_2.bmp <-> 096_1.bmp similarity score:0.1724137931034483
096_2.bmp <-> 096_4.bmp similarity score:0.14744351961950058
096_2.bmp <-> 096_5.bmp similarity score:0.10107015457788347
096_3.bmp <-> 096_1.bmp similarity score:0.2294887039239001
096_3.bmp <-> 096_4.bmp similarity score:0.2080856123662307
096_3.bmp <-> 096_5.bmp similarity score:0.13198573127229488
096_1.bmp <-> 096_4.bmp similarity score:0.21759809750297265
096_1.bmp <-> 096_5.bmp similarity score:0.2259215219976219
096_4.bmp <-> 096_5.bmp similarity score:0.19500594530321047
028_4.bmp <-> 028_5.bmp similarity score:0.187871581450654
028_4.bmp <-> 028_6.bmp similarity score:0.09988109393579073
028_4.bmp <-> 028_2.bmp similarity score:0.19976218787158145
028_4.bmp <-> 028_3.bmp similarity score:0.3590963139120095
028_4.bmp <-> 028_1.bmp similarity score:0.11296076099881094
028_5.bmp <-> 028_6.bmp similarity score:0.1070154577883472
028_5.bmp <-> 028_2.bmp similarity score:0.10820451843043995
028_5.bmp <-> 028_3.bmp similarity score:0.17360285374554102
028_5.bmp <-> 028_1.bmp similarity score:0.07253269916765755
028_6.bmp <-> 028_2.bmp similarity score:0.20332936979785968
028_6.bmp <-> 028_3.bmp similarity score:0.12009512485136742
028_6.bmp <-> 028_1.bmp similarity score:0.10582639714625446
028_2.bmp <-> 028_3.bmp similarity score:0.19738406658739596
028_2.bmp <-> 028_1.bmp similarity score:0.16765755053507728
028_3.bmp <-> 028_1.bmp similarity score:0.11296076099881094
210_5.bmp <-> 210_4.bmp similarity score:0.4946492271105826
210_5.bmp <-> 210_6.bmp similarity score:0.3590963139120095
210_5.bmp <-> 210_3.bmp similarity score:0.3400713436385256
210_5.bmp <-> 210_2.bmp similarity score:0.20451843043995244
210_5.bmp <-> 210_1.bmp similarity score:0.10582639714625446
210_4.bmp <-> 210_6.bmp similarity score:0.3626634958382878
210_4.bmp <-> 210_3.bmp similarity score:0.30439952437574314
210_4.bmp <-> 210_2.bmp similarity score:0.17954815695600476
210_4.bmp <-> 210_1.bmp similarity score:0.10582639714625446
210_6.bmp <-> 210_3.bmp similarity score:0.30202140309155767
210_6.bmp <-> 210_2.bmp similarity score:0.2556480380499406
210_6.bmp <-> 210_1.bmp similarity score:0.13555291319857313
210_3.bmp <-> 210_2.bmp similarity score:0.18430439952437574
210_3.bmp <-> 210_1.bmp similarity score:0.09512485136741974
210_2.bmp <-> 210_1.bmp similarity score:0.21284185493460167
013_2.bmp <-> 013_3.bmp similarity score:0.15101070154577884
013_2.bmp <-> 013_1.bmp similarity score:0.18192627824019025
013_2.bmp <-> 013_4.bmp similarity score:0.21046373365041618
013_2.bmp <-> 013_5.bmp similarity score:0.20451843043995244
013_3.bmp <-> 013_1.bmp similarity score:0.08085612366230678
013_3.bmp <-> 013_4.bmp similarity score:0.1605231866825208
013_3.bmp <-> 013_5.bmp similarity score:0.1629013079667063
013_1.bmp <-> 013_4.bmp similarity score:0.1426872770511296
013_1.bmp <-> 013_5.bmp similarity score:0.17479191438763378
013_4.bmp <-> 013_5.bmp similarity score:0.14863258026159334
172_6.bmp <-> 172_5.bmp similarity score:0.04756242568370987
172_6.bmp <-> 172_4.bmp similarity score:0.06183115338882283
172_6.bmp <-> 172_1.bmp similarity score:0.2211652794292509
172_6.bmp <-> 172_3.bmp similarity score:0.19976218787158145
172_6.bmp <-> 172_2.bmp similarity score:0.3222354340071344
172_5.bmp <-> 172_4.bmp similarity score:0.06183115338882283
172_5.bmp <-> 172_1.bmp similarity score:0.04280618311533888
172_5.bmp <-> 172_3.bmp similarity score:0.052318668252080855
172_5.bmp <-> 172_2.bmp similarity score:0.054696789536266346
172_4.bmp <-> 172_1.bmp similarity score:0.09274673008323424
172_4.bmp <-> 172_3.bmp similarity score:0.08680142687277051
172_4.bmp <-> 172_2.bmp similarity score:0.07609988109393578
172_1.bmp <-> 172_3.bmp similarity score:0.41854934601664684
172_1.bmp <-> 172_2.bmp similarity score:0.28418549346016647
172_3.bmp <-> 172_2.bmp similarity score:0.267538644470868
056_2.bmp <-> 056_3.bmp similarity score:0.25802615933412604
056_2.bmp <-> 056_1.bmp similarity score:0.23781212841854935
056_2.bmp <-> 056_4.bmp similarity score:0.3923900118906064
056_2.bmp <-> 056_5.bmp similarity score:0.09036860879904875
056_2.bmp <-> 056_6.bmp similarity score:0.12604042806183116
056_3.bmp <-> 056_1.bmp similarity score:0.460166468489893
056_3.bmp <-> 056_4.bmp similarity score:0.24019024970273484
056_3.bmp <-> 056_5.bmp similarity score:0.08323424494649227
056_3.bmp <-> 056_6.bmp similarity score:0.12247324613555291
056_1.bmp <-> 056_4.bmp similarity score:0.22711058263971462
056_1.bmp <-> 056_5.bmp similarity score:0.10225921521997622
056_1.bmp <-> 056_6.bmp similarity score:0.09512485136741974
056_4.bmp <-> 056_5.bmp similarity score:0.11058263971462545
056_4.bmp <-> 056_6.bmp similarity score:0.18906064209274673
056_5.bmp <-> 056_6.bmp similarity score:0.2437574316290131
154_5.bmp <-> 154_4.bmp similarity score:0.20451843043995244
154_5.bmp <-> 154_6.bmp similarity score:0.38287752675386444
154_5.bmp <-> 154_3.bmp similarity score:0.13436385255648037
154_5.bmp <-> 154_2.bmp similarity score:0.09155766944114149
154_5.bmp <-> 154_1.bmp similarity score:0.27586206896551724
154_4.bmp <-> 154_6.bmp similarity score:0.2211652794292509
154_4.bmp <-> 154_3.bmp similarity score:0.10107015457788347
154_4.bmp <-> 154_2.bmp similarity score:0.0713436385255648
154_4.bmp <-> 154_1.bmp similarity score:0.2294887039239001
154_6.bmp <-> 154_3.bmp similarity score:0.1426872770511296
154_6.bmp <-> 154_2.bmp similarity score:0.10225921521997622
154_6.bmp <-> 154_1.bmp similarity score:0.3091557669441142
154_3.bmp <-> 154_2.bmp similarity score:0.17954815695600476
154_3.bmp <-> 154_1.bmp similarity score:0.14625445897740785
154_2.bmp <-> 154_1.bmp similarity score:0.10939357907253269
070_1.bmp <-> 070_2.bmp similarity score:0.4102259215219976
070_1.bmp <-> 070_3.bmp similarity score:0.23305588585017836
070_1.bmp <-> 070_6.bmp similarity score:0.2615933412604043
070_1.bmp <-> 070_4.bmp similarity score:0.291319857312723
070_1.bmp <-> 070_5.bmp similarity score:0.4399524375743163
070_2.bmp <-> 070_3.bmp similarity score:0.2235434007134364
070_2.bmp <-> 070_6.bmp similarity score:0.28180737217598095
070_2.bmp <-> 070_4.bmp similarity score:0.29369797859690844
070_2.bmp <-> 070_5.bmp similarity score:0.3269916765755054
070_3.bmp <-> 070_6.bmp similarity score:0.2615933412604043
070_3.bmp <-> 070_4.bmp similarity score:0.3151010701545779
070_3.bmp <-> 070_5.bmp similarity score:0.24851367419738407
070_6.bmp <-> 070_4.bmp similarity score:0.3329369797859691
070_6.bmp <-> 070_5.bmp similarity score:0.3258026159334126
070_4.bmp <-> 070_5.bmp similarity score:0.2806183115338882
111_5.bmp <-> 111_4.bmp similarity score:0.15338882282996433
111_5.bmp <-> 111_3.bmp similarity score:0.16646848989298454
111_5.bmp <-> 111_2.bmp similarity score:0.1759809750297265
111_5.bmp <-> 111_1.bmp similarity score:0.1700356718192628
111_4.bmp <-> 111_3.bmp similarity score:0.11296076099881094
111_4.bmp <-> 111_2.bmp similarity score:0.4042806183115339
111_4.bmp <-> 111_1.bmp similarity score:0.30439952437574314
111_3.bmp <-> 111_2.bmp similarity score:0.14149821640903687
111_3.bmp <-> 111_1.bmp similarity score:0.1117717003567182
111_2.bmp <-> 111_1.bmp similarity score:0.380499405469679
035_1.bmp <-> 035_2.bmp similarity score:0.08442330558858502
035_1.bmp <-> 035_3.bmp similarity score:0.06777645659928656
035_1.bmp <-> 035_6.bmp similarity score:0.06777645659928656
035_1.bmp <-> 035_4.bmp similarity score:0.07847800237812129
035_1.bmp <-> 035_5.bmp similarity score:0.05826397146254459
035_2.bmp <-> 035_3.bmp similarity score:0.12366230677764566
035_2.bmp <-> 035_6.bmp similarity score:0.24613555291319858
035_2.bmp <-> 035_4.bmp similarity score:0.18192627824019025
035_2.bmp <-> 035_5.bmp similarity score:0.14625445897740785
035_3.bmp <-> 035_6.bmp similarity score:0.11890606420927467
035_3.bmp <-> 035_4.bmp similarity score:0.29964328180737215
035_3.bmp <-> 035_5.bmp similarity score:0.16409036860879905
035_6.bmp <-> 035_4.bmp similarity score:0.14744351961950058
035_6.bmp <-> 035_5.bmp similarity score:0.1117717003567182
035_4.bmp <-> 035_5.bmp similarity score:0.19500594530321047
090_4.bmp <-> 090_5.bmp similarity score:0.18192627824019025
090_4.bmp <-> 090_2.bmp similarity score:0.11296076099881094
090_4.bmp <-> 090_3.bmp similarity score:0.1581450653983353
090_4.bmp <-> 090_1.bmp similarity score:0.1629013079667063
090_5.bmp <-> 090_2.bmp similarity score:0.2544589774078478
090_5.bmp <-> 090_3.bmp similarity score:0.40071343638525564
090_5.bmp <-> 090_1.bmp similarity score:0.32461355529131986
090_2.bmp <-> 090_3.bmp similarity score:0.2294887039239001
090_2.bmp <-> 090_1.bmp similarity score:0.25089179548156954
090_3.bmp <-> 090_1.bmp similarity score:0.3697978596908442
192_3.bmp <-> 192_2.bmp similarity score:0.28894173602853745
192_3.bmp <-> 192_1.bmp similarity score:0.3745541022592152
192_3.bmp <-> 192_5.bmp similarity score:0.10939357907253269
192_3.bmp <-> 192_4.bmp similarity score:0.15219976218787157
192_3.bmp <-> 192_6.bmp similarity score:0.2925089179548157
192_2.bmp <-> 192_1.bmp similarity score:0.32936979785969084
192_2.bmp <-> 192_5.bmp similarity score:0.089179548156956
192_2.bmp <-> 192_4.bmp similarity score:0.14387633769322236
192_2.bmp <-> 192_6.bmp similarity score:0.25921521997621877
192_1.bmp <-> 192_5.bmp similarity score:0.09869203329369798
192_1.bmp <-> 192_4.bmp similarity score:0.13079667063020214
192_1.bmp <-> 192_6.bmp similarity score:0.26872770511296074
192_5.bmp <-> 192_4.bmp similarity score:0.3388822829964328
192_5.bmp <-> 192_6.bmp similarity score:0.18668252080856124
192_4.bmp <-> 192_6.bmp similarity score:0.27586206896551724
049_5.bmp <-> 049_4.bmp similarity score:0.2116527942925089
